0,1,true
0,2,false
0,3,false
0,4,false
0,5,false
0,6,false
0,7,false
0,8,false
0,9,false
0,10,false
0,11,false
0,12,false
0,13,false
0,14,false
1,1,true
1,2,true
1,3,false
1,4,false
1,5,false
1,6,false
1,7,false
1,8,false
1,9,false
1,10,false
1,11,false
1,12,false
1,13,false
1,14,false
2,1,false
2,2,false
2,3,false
2,4,false
2,5,false
2,6,false
2,7,false
2,8,false
2,9,false
2,10,false
2,11,false
2,12,false
2,13,false
2,14,false
3,1,false
3,2,false
3,3,false
3,4,false
3,5,false
3,6,false
3,7,false
3,8,false
3,9,false
3,10,false
3,11,false
3,12,false
3,13,false
3,14,false
4,1,false
4,2,false
4,3,false
4,4,false
4,5,false
4,6,false
4,7,false
4,8,false
4,9,false
4,10,false
4,11,false
4,12,false
4,13,false
4,14,false
5,1,false
5,2,false
5,3,false
5,4,false
5,5,false
5,6,false
5,7,false
5,8,false
5,9,false
5,10,false
5,11,false
5,12,false
5,13,false
5,14,false
6,1,false
6,2,false
6,3,false
6,4,false
6,5,false
6,6,false
6,7,false
6,8,false
6,9,false
6,10,false
6,11,false
6,12,false
6,13,false
6,14,false
7,1,false
7,2,false
7,3,false
7,4,false
7,5,false
7,6,false
7,7,false
7,8,false
7,9,false
7,10,false
7,11,false
7,12,false
7,13,false
7,14,false
8,1,false
8,2,false
8,3,false
8,4,false
8,5,false
8,6,false
8,7,false
8,8,false
8,9,false
8,10,false
8,11,false
8,12,false
8,13,false
8,14,false
9,1,false
9,2,false
9,3,false
9,4,false
9,5,false
9,6,false
9,7,false
9,8,false
9,9,false
9,10,false
9,11,false
9,12,false
9,13,false
9,14,false
10,1,false
10,2,false
10,3,false
10,4,false
10,5,false
10,6,false
10,7,false
10,8,false
10,9,false
10,10,false
10,11,false
10,12,false
10,13,false
10,14,false
11,1,false
11,2,false
11,3,false
11,4,false
11,5,false
11,6,false
11,7,false
11,8,false
11,9,false
11,10,false
11,11,false
11,12,false
11,13,false
11,14,false
12,1,false
12,2,false
12,3,false
12,4,false
12,5,false
12,6,false
12,7,false
12,8,false
12,9,false
12,10,false
12,11,false
12,12,false
12,13,false
12,14,false
13,1,false
13,2,false
13,3,false
13,4,false
13,5,false
13,6,false
13,7,false
13,8,false
13,9,false
13,10,false
13,11,false
13,12,false
13,13,false
13,14,false
14,1,false
14,2,false
14,3,false
14,4,false
14,5,false
14,6,false
14,7,false
14,8,false
14,9,false
14,10,false
14,11,false
14,12,false
14,13,false
14,14,false
15,1,false
15,2,false
15,3,false
15,4,false
15,5,false
15,6,false
15,7,false
15,8,false
15,9,false
15,10,false
15,11,false
15,12,false
15,13,false
15,14,false
16,1,false
16,2,false
16,3,false
16,4,false
16,5,false
16,6,false
16,7,false
16,8,false
16,9,false
16,10,false
16,11,false
16,12,false
16,13,false
16,14,false
17,1,false
17,2,true
17,3,true
17,4,false
17,5,false
17,6,false
17,7,false
17,8,false
17,9,false
17,10,false
17,11,false
17,12,false
17,13,false
17,14,false
18,1,false
18,2,false
18,3,false
18,4,false
18,5,false
18,6,false
18,7,false
18,8,false
18,9,false
18,10,false
18,11,false
18,12,false
18,13,false
18,14,false
19,1,false
19,2,false
19,3,false
19,4,false
19,5,false
19,6,false
19,7,false
19,8,false
19,9,false
19,10,false
19,11,false
19,12,false
19,13,false
19,14,false
20,1,false
20,2,false
20,3,false
20,4,false
20,5,false
20,6,false
20,7,false
20,8,false
20,9,false
20,10,false
20,11,false
20,12,false
20,13,false
20,14,false
21,1,false
21,2,false
21,3,false
21,4,false
21,5,false
21,6,false
21,7,false
21,8,false
21,9,false
21,10,false
21,11,false
21,12,false
21,13,false
21,14,false
22,1,false
22,2,false
22,3,false
22,4,false
22,5,false
22,6,false
22,7,false
22,8,false
22,9,false
22,10,true
22,11,false
22,12,false
22,13,false
22,14,false
23,1,false
23,2,false
23,3,false
23,4,false
23,5,false
23,6,false
23,7,false
23,8,false
23,9,false
23,10,false
23,11,false
23,12,false
23,13,false
23,14,false
24,1,false
24,2,false
24,3,false
24,4,false
24,5,false
24,6,false
24,7,false
24,8,false
24,9,false
24,10,false
24,11,false
24,12,false
24,13,false
24,14,false
25,1,false
25,2,false
25,3,false
25,4,false
25,5,false
25,6,false
25,7,false
25,8,false
25,9,false
25,10,false
25,11,false
25,12,false
25,13,false
25,14,false
26,1,false
26,2,false
26,3,false
26,4,false
26,5,false
26,6,false
26,7,false
26,8,false
26,9,false
26,10,false
26,11,false
26,12,false
26,13,false
26,14,false
27,1,false
27,2,false
27,3,false
27,4,false
27,5,false
27,6,false
27,7,false
27,8,false
27,9,false
27,10,false
27,11,false
27,12,false
27,13,false
27,14,false
28,1,false
28,2,false
28,3,false
28,4,false
28,5,false
28,6,false
28,7,false
28,8,false
28,9,false
28,10,false
28,11,false
28,12,false
28,13,false
28,14,false
29,1,false
29,2,false
29,3,false
29,4,false
29,5,false
29,6,false
29,7,false
29,8,false
29,9,false
29,10,false
29,11,false
29,12,false
29,13,false
29,14,false
30,1,false
30,2,false
30,3,false
30,4,false
30,5,false
30,6,false
30,7,false
30,8,false
30,9,false
30,10,false
30,11,false
30,12,false
30,13,false
30,14,false
31,1,false
31,2,false
31,3,false
31,4,false
31,5,false
31,6,false
31,7,false
31,8,false
31,9,false
31,10,false
31,11,false
31,12,false
31,13,false
31,14,false
32,1,false
32,2,false
32,3,false
32,4,false
32,5,false
32,6,false
32,7,false
32,8,false
32,9,false
32,10,false
32,11,false
32,12,false
32,13,false
32,14,false
